"stop_id,C,254","stop_name,C,254","stop_lat,N,24,15","stop_lon,N,24,15","location_t,N,10,0","parent_sta,C,254","trip_count,N,2,0","trip_ids,C,251","route_ids,C,254","route_nams,C,109",subcounty,distance_from_cbd_km
0511MTE,Home mart,-1.283158064,36.95943207,0,,1,50033271,50700033H01,33H,Embakasi East,15.870448133120195
0500HIC,Kwa Chief,-1.282970309,36.95979953,0,,1,50033310,50700003311,33UTW,Embakasi East,15.91133690987008
0511KCF,Kwa Chief,-1.282876,36.959833,0,,3,50033261 50033271 50033311,50703033J01 50700033H01 50700003311,33J 33H 33UTW,Embakasi East,15.91508776117814
0211HIA,Kwa Chief,-1.282912821,36.95994705,0,,1,20039111,20104003910,0039,Embakasi East,15.927753733782774
0210EIW,Kwa Chief,-1.282864541,36.95997387,0,,1,20039110,20104003910,0039,Embakasi East,15.930751908485869
0510EKI,Kwa Chief,-1.282915503,36.96002483,0,,2,50033260 50033270,50703033J01 50700033H01,33J 33H,Embakasi East,15.936399396199931
0511HSL,Shell,-1.281634569,36.96199358,0,,1,50033271,50700033H01,33H,Embakasi East,16.15629685960034
0210HLE,Shell,-1.281759471,36.96203381,0,,1,20039110,20104003910,0039,Embakasi East,16.16061236354836
0210MIN,Amani,-1.281119585,36.96332395,0,,1,20039110,20104003910,0039,Embakasi East,16.304944534655387
0211AMN,Amani,-1.281065941,36.96338832,0,,1,20039111,20104003910,0039,Embakasi East,16.31219068662121
0510AMN,Amani,-1.280986,36.963754,0,,3,50033260 50033270 50033310,50703033J01 50700033H01 50700003311,33J 33H 33UTW,Embakasi East,16.352976953642596
0210KAF,Family Bank,-1.280661285,36.96424663,0,,1,20039110,20104003910,0039,Embakasi East,16.40834858172869
0501AMN,Amani,-1.280458,36.964564,0,,3,50033261 50033271 50033311,50703033J01 50700033H01 50700003311,33J 33H 33UTW,Embakasi East,16.444048032292276
0210AIT,Tumaini,-1.280199945,36.96515858,0,,1,20039110,20104003910,0039,Embakasi East,16.510714135242996
0510ITI,Tumaini,-1.279563904,36.96665525,0,,1,50033270,50700033H01,33H,Embakasi East,16.67868596046927
0500AUT,Tumaini,-1.279581553,36.96672499,0,,1,50033260,50703033J01,33J,Embakasi East,16.68638711880244
0500TNI,Tumaini,-1.279563904,36.96675181,0,,1,50033310,50700003311,33UTW,Embakasi East,16.68941687538797
0501MIA,Tumaini,-1.279349327,36.96690202,0,,2,50033271 50033311,50700033H01 50700003311,33H 33UTW,Embakasi East,16.7067258554398
0501UTJ,Utawala Junction/Benedicta,-1.278777,36.967821,0,,1,50033271,50700033H01,33H,Embakasi East,16.810648666045203
0510UTJ,Utawala Junction,-1.278878,36.96793,0,,1,50033270,50700033H01,33H,Embakasi East,16.822425825135813
0211CLA,Utawala Junction/ Benedicta,-1.278753877,36.96796417,0,,1,20039111,20104003910,0039,Embakasi East,16.826634884285372
0510ATN,Utawala Junction/Benedicta,-1.278855801,36.96796954,0,,1,50033260,50703033J01,33J,Embakasi East,16.826892344137317
0510IBE,Benedicta,-1.278941631,36.9679749,0,,1,50033310,50700003311,33UTW,Embakasi East,16.82720819589227
0511BND,Utawala Junction/Benedicta,-1.278746,36.96798,0,,2,50033261 50033311,50703033J01 50700003311,33J 33UTW,Embakasi East,16.828420388031283
0210EC/,Utawala Junction/ Benedicta,-1.278744668,36.96799904,0,,1,20039110,20104003910,0039,Embakasi East,16.830540529875353
0511WEP,PCEA Utawala,-1.280164719,36.96897268,0,,1,50033311,50700003311,33UTW,Embakasi East,16.93470579747515
0210AFY,Fancy,-1.277269453,36.96974784,0,,1,20039110,20104003910,0039,Embakasi East,17.030568207937073
0511UCC,Ucc,-1.276622,36.970368,0,,1,50033271,50700033H01,33H,Embakasi East,17.102446625205854
0211AFY,Fancy,-1.275385022,36.9715637,0,,1,20039111,20104003910,0039,Embakasi East,17.241748089698547
0511CAN,Fancy,-1.275218725,36.971789,0,,1,50033271,50700033H01,33H,Embakasi East,17.26771774060918
0510YAN,Fancy,-1.275293827,36.97192311,0,,1,50033270,50700033H01,33H,Embakasi East,17.282171987978646
0511AGI,Skyline/Capital Mall,-1.284198761,36.97272778,0,,1,50033311,50700003311,33UTW,Embakasi East,17.34874675300691
0510SKY,Skyline/Capital Mall,-1.284273863,36.97274923,0,,2,50033260 50033310,50703033J01 50700003311,33J 33UTW,Embakasi East,17.351179496928612
0510LTO,Total,-1.274092197,36.97303891,0,,1,50033270,50700033H01,33H,Embakasi East,17.413422418371276
0501RET,Corner Stop,-1.286258698,36.97354853,0,,1,50033261,50703033J01,33J,Embakasi East,17.442751367911644
0510TEN,Kwa Stone,-1.286310017,36.97358608,0,,2,50033260 50033310,50703033J01 50700003311,33J 33UTW,Embakasi East,17.447032231213466
0501OCN,Corner Stop,-1.286317706,36.97360486,0,,1,50033311,50700003311,33UTW,Embakasi East,17.449135801298464
0511AOT,Total,-1.273598671,36.97338223,0,,1,50033271,50700033H01,33H,Embakasi East,17.45483977159146
0501KSN,Kwa Stone,-1.286664,36.973706,0,,2,50033261 50033311,50703033J01 50700003311,33J 33UTW,Embakasi East,17.46115110528679
0500HLM,Shopping Mall,-1.287530065,36.9739911,0,,1,50033310,50700003311,33UTW,Embakasi East,17.495140558667792
0511SPM,Shopping Mall,-1.287374,36.973999,0,,3,50033260 50033261 50033311,50703033J01 50703033J01 50700003311,33J 33J 33UTW,Embakasi East,17.4955643741812
0211LIT,Tripple-O,-1.273190975,36.97403669,0,,1,20039111,20104003910,0039,Embakasi East,17.53031343104172
0500ELD,Kincar,-1.289385,36.97466,0,,2,50033260 50033310,50703033J01 50700003311,33J 33UTW,Embakasi East,17.576159508302112
0511AKI,Kincar,-1.289429069,36.97479844,0,,1,50033311,50700003311,33UTW,Embakasi East,17.591726246640285
0210-P0,Triple-0,-1.272721946,36.97467506,0,,1,20039110,20104003910,0039,Embakasi East,17.60455209314029
0511INR,Kincar,-1.289432108,36.97491646,0,,1,50033261,50703033J01,33J,Embakasi East,17.604849429046396
0511EOI,Triple-O,-1.272568703,36.97492719,0,,1,50033271,50700033H01,33H,Embakasi East,17.63366644151346
0501OHA,Maisha Bora,-1.288597584,36.97707295,0,,1,50033311,50700003311,33UTW,Embakasi East,17.841119430529425
0510HAS,Elshadai,-1.287605882,36.97961569,0,,2,50033260 50033310,50703033J01 50700003311,33J 33UTW,Embakasi East,18.12041287975104
0501ELD,Elshadai,-1.287591,36.979692,0,,2,50033261 50033311,50703033J01 50700003311,33J 33UTW,Embakasi East,18.128849838485937
0511ERS,Transformer,-1.287271,36.980412,0,,1,50033311,50700003311,33UTW,Embakasi East,18.20797283508017
0510SMF,Transformer,-1.287310123,36.98047668,0,,1,50033310,50700003311,33UTW,Embakasi East,18.215266069847317
0210AYA,Onyata,-1.267103881,36.98038548,0,,1,20039110,20104003910,0039,Embakasi East,18.28903726678156
0511PTU,SuperMarket,-1.286998987,36.98138058,0,,1,50033311,50700003311,33UTW,Embakasi East,18.3149181733076
0511ASS,MossMass,-1.286812753,36.98186606,0,,1,50033311,50700003311,33UTW,Embakasi East,18.36842656106915
0513GTR,Githunguri,-1.286566,36.982478,0,,4,50033260 50033261 50033310 50033311,50703033J01 50703033J01 50700003311 50700003311,33J 33J 33UTW 33UTW,Embakasi East,18.435883965258764
0500UFK,Kifaru,-1.286215782,36.98366314,0,,1,50033310,50700003311,33UTW,Embakasi East,18.566894883511928
0511IUF,Kifaru,-1.286022663,36.98368728,0,,1,50033311,50700003311,33UTW,Embakasi East,18.569220097585156
0500MER,Merrystart Academy,-1.285293102,36.98617905,0,,1,50033310,50700003311,33UTW,Embakasi East,18.84507559651494
0511ARI,Merrystart Academy,-1.284880042,36.98675841,0,,1,50033311,50700003311,33UTW,Embakasi East,18.909004094337234
0510AAU,Utawala,-1.2840271,36.98895514,0,,1,50033310,50700003311,33UTW,Embakasi East,19.15258249639761
0511ITT,Utawala,-1.284080744,36.98895514,0,,1,50033311,50700003311,33UTW,Embakasi East,19.152607365522496
0401BCK,KCB,-1.25973165,36.87875122,0,,1,40026211,40403002611,26S,Embakasi North,7.383428629006995
0401BKC,KCB,-1.259656549,36.87874585,0,,1,40026111,40501002611,26,Embakasi North,7.385842908057178
0401EYT,Equity,-1.258277893,36.87870294,0,,1,40026211,40403002611,26S,Embakasi North,7.43743700957277
0401IYU,Equity,-1.258326173,36.87873513,0,,1,40026111,40501002611,26,Embakasi North,7.438746882114939
0400KCB,KCB,-1.259275675,36.87918305,0,,2,40026110 40026210,40501002611 40403002611,26 26S,Embakasi North,7.446381677046076
0201YTU,Equity,-1.258245707,36.87878609,0,,1,20027111,20101007700,0027,Embakasi North,7.447348248842722
0200EUT,Equity,-1.258005023,36.87877536,0,,1,22030110,20800203001,2030,Embakasi North,7.456308783322106
0411KAA,Kanisani,-1.257591248,36.87866002,0,,1,40026111,40501002611,26,Embakasi North,7.461964026613629
0401AIN,Kanisani,-1.257596612,36.87867343,0,,1,40026211,40403002611,26S,Embakasi North,7.4631120835347176
0303KRG,Kariobangi Terminal,-1.255571,36.878086,0,,1,30028111,30800002811,28,Embakasi North,7.492785587778213
0411AGI,Kariobangi,-1.256652474,36.87866002,0,,1,40026211,40403002611,26S,Embakasi North,7.502621908129381
0200SHP,Shell/Kariobangi Catholic Church,-1.256700754,36.87869489,0,,2,20042110 22030110,20807042011 20800203001,42 2030,Embakasi North,7.504062576430675
0403BNG,Kanisani,-1.257607341,36.8791616,0,,2,40026110 40026210,40501002611 40403002611,26 26S,Embakasi North,7.512808009047794
0201ATB,Kariobangi catholic church/ Kanisani,-1.257166667,36.879065,0,,1,20027111,20101007700,0027,Embakasi North,7.521695931043674
0300KRG,Kariobangi Terminal,-1.2554,36.878468,0,,1,30028110,30800002811,28,Embakasi North,7.53931407622562
0201SHP,Shell Petrol Station/Catholic Church,-1.256545186,36.87905967,0,,2,20042111 22030111,20807042011 20800203001,42 2030,Embakasi North,7.548149777480844
0303KST,Kariobangi Terminal,-1.255300641,36.87857151,0,,2,30014110 30014111,30800001411 30800001411,14 14,Embakasi North,7.55435249232572
0210KBM,Kariobangi Market Stage,-1.255533,36.878748,0,,1,20042110,20807042011,42,Embakasi North,7.561630973904531
0200KBM,Kariobangi Market Stage,-1.255259,36.878742,0,,1,22030110,20800203001,2030,Embakasi North,7.573528448731794
0201NIO,Sokoni,-1.25513,36.87869,0,,1,20027111,20101007700,0027,Embakasi North,7.574189228974628
0201I/T,Kariobangi Market Stage/Soko,-1.255205601,36.87902749,0,,1,20042111,20807042011,42,Embakasi North,7.604896005848306
0211OEO,Soko Mawe,-1.255177259,36.87903285,0,,1,20027111,20101007700,0027,Embakasi North,7.60673559707564
0201KBM,Kariobangi Market Stage/Soko,-1.255236268,36.87908113,0,,1,22030111,20800203001,2030,Embakasi North,7.608931249192323
0210AEC,Faith Home Academy,-1.253224611,36.87857151,0,,1,22030110,20800203001,2030,Embakasi North,7.652484681292796
0200FHA,Faith Home Academy,-1.25305,36.878651,0,,1,20042110,20807042011,42,Embakasi North,7.668936734556532
0201RNK,Kiamako Sunflower Primary School,-1.252865,36.87859167,0,,1,20027111,20101007700,0027,Embakasi North,7.6720723832879845
0211KNI,Kariobangi Junction,-1.253219962,36.87896848,0,,1,22030111,20800203001,2030,Embakasi North,7.692417724543652
0200KCI,Kariobangi Junction,-1.252570152,36.87895238,0,,1,20077110,20101007700,0027,Embakasi North,7.722536572080837
0201URI,Kariobangi Junction,-1.252575517,36.87903821,0,,1,20027111,20101007700,0027,Embakasi North,7.730828449331018
0201IIR,Riverside,-1.249303222,36.87765419,0,,1,20027111,20101007700,0027,Embakasi North,7.763824212795467
0210RV2,Riverside 2,-1.249469519,36.87784195,0,,1,2025A110,20801025A11,25A,Embakasi North,7.773083493932814
0210AIE,Kwa Bridge,-1.249443412,36.87787414,0,,1,22030110,20800203001,2030,Embakasi North,7.777620372619282
02002IE,Riverside 2,-1.249605149,36.87796533,0,,1,20025110,20801002511,25,Embakasi North,7.777803002905411
0210ARG,Garage,-1.249185205,36.87806457,0,,2,20025110 2025A110,20801002511 20801025A11,25 25A,Embakasi North,7.810063959621301
0200GEG,Garage/Riverside,-1.249093333,36.87805167,0,,1,20077110,20101007700,0027,Embakasi North,7.8137829715823175
0211DEV,Riverside,-1.249748468,36.87845349,0,,1,22030111,20800203001,2030,Embakasi North,7.817765594542128
0200HTN,Hill stone,-1.252511144,36.880036,0,,1,20077110,20101007700,0027,Embakasi North,7.833590451225309
0201ENL,Hill stone,-1.252511667,36.880055,0,,1,20027111,20101007700,0027,Embakasi North,7.835464426367485
0210EKT,Kanyama,-1.25249505,36.88166142,0,,1,20077110,20101007700,0027,Embakasi North,7.997235135103213
0201KAM,Kanyama,-1.252580881,36.88219786,0,,1,20027111,20101007700,0027,Embakasi North,8.04709173096549
0200RIE,Riverside,-1.246434778,36.88011914,0,,1,2025A110,20801025A11,25A,Embakasi North,8.159835659064052
0201AIK,Kariobangi Mwisho,-1.253018333,36.88480333,0,,1,20027111,20101007700,0027,Embakasi North,8.290306164594352
0210NRS,Kariobangi Mwisho,-1.253065234,36.88485861,0,,1,20077110,20101007700,0027,Embakasi North,8.293803552414138
0200KEN,Kenafric,-1.246680021,36.88435972,0,,1,2025A110,20801025A11,25A,Embakasi North,8.557593534089222
0310DUN,Dunia,-1.255699,36.893,0,,3,20042110 30032110 30041110,20807042011 30907003211 30007004111,42 32D 41,Embakasi North,9.024536031652735
0401ADI,Dunia,-1.254658431,36.89352483,0,,1,40036111,40601003611,36,Embakasi North,9.119222409162457
0301AUN,Dunia,-1.254611491,36.89359188,0,,1,30032111,30907003211,32D,Embakasi North,9.128030965097071
0401ESN,BP/Dandora Inn/Shell,-1.254635453,36.89444482,0,,1,40036111,40601003611,36,Embakasi North,9.215995462036485
0300BPS,BP/Dandora Inn/Shell,-1.254669,36.894599,0,,4,20042110 30032110 30041110 40036110,20807042011 30907003211 30007004111 40601003611,42 32D 41 36,Embakasi North,9.230788609224284
0400EAM,Cinema,-1.254009336,36.89589053,0,,1,40036110,40601003611,36,Embakasi North,9.390881983654955
0401ECM,Cinema,-1.253921986,36.89588785,0,,1,40036111,40601003611,36,Embakasi North,9.393979340174766
0301OIO,Motito,-1.2532382,36.89702511,0,,1,30032111,30907003211,32D,Embakasi North,9.539006123698345
0200EAC,Cinema,-1.252898902,36.89722359,0,,1,20042110,20807042011,42,Embakasi North,9.572943154970421
0401TYI,Equity,-1.252355576,36.89741671,0,,1,40036111,40601003611,36,Embakasi North,9.614506448343848
0310EQT,Equity,-1.252438,36.897528,0,,4,20042110 30032110 30041110 40036110,20807042011 30907003211 30007004111 40601003611,42 32D 41 36,Embakasi North,9.622782640522814
0301MOH,Dandora Secondary School,-1.251423597,36.89833403,0,,1,30032111,30907003211,32D,Embakasi North,9.747026355725886
0300DSC,Dandora Secondary School,-1.251148582,36.89890265,0,,4,20042110 30032110 30041110 40036110,20807042011 30907003211 30007004111 40601003611,42 32D 41 36,Embakasi North,9.817035266294207
0401RDA,Dandora Sec,-1.250917912,36.8988651,0,,1,40036111,40601003611,36,Embakasi North,9.822530795980251
0311MAI,Cinema,-1.25019443,36.8997395,0,,1,30032111,30907003211,32D,Embakasi North,9.942552111122597
0300FTY,Stage 41/Cinema,-1.249061823,36.90123081,0,,3,20042110 30041110 40036110,20807042011 30007004111 40601003611,42 41 36,Embakasi North,10.143358657290138
0411EAS,41 Stage/Cinema,-1.248278618,36.90268993,0,,1,40036111,40601003611,36,Embakasi North,10.326421221775114
0311AG1,Stage 41,-1.248204946,36.90271139,0,,1,30032111,30907003211,32D,Embakasi North,10.331724635858112
0300NME,Stage 41/Cinema,-1.248333692,36.90292597,0,,1,30032110,30907003211,32D,Embakasi North,10.348420711663959
0400TNJ,Jestan,-1.247280836,36.90440387,0,,1,40036110,40601003611,36,Embakasi North,10.544785940277709
0411STJ,Jestan,-1.247157454,36.90465331,0,,1,40036111,40601003611,36,Embakasi North,10.575649684413923
0310ENA,Jestan,-1.24669075,36.90515757,0,,1,30041110,30007004111,41,Embakasi North,10.647265902194325
0400OPS,Posta,-1.246454716,36.90544188,0,,1,40036110,40601003611,36,Embakasi North,10.686516768691009
0301ASP,Posta,-1.246273756,36.9058013,0,,1,30032111,30907003211,32D,Embakasi North,10.731135928039201
0310STP,Posta,-1.245532036,36.90676689,0,,1,30041110,30007004111,41,Embakasi North,10.861975923791253
0410DPI,Paradise,-1.245168775,36.90716654,0,,1,40036110,40601003611,36,Embakasi North,10.918592077031
0411DEI,Paradise,-1.245167255,36.90730333,0,,1,40036111,40601003611,36,Embakasi North,10.932670570246934
0313DDS,Dandora Terminal,-1.245059,36.90846,0,,8,20042110 20042111 30032110 30032111 30041110 30041111 40036110 40036111,20807042011 20807042011 30907003211 30907003211 30007004111 30007004111 40601003611 40601003611,42 42 32D 32D 41 41 36 36,Embakasi North,11.055914284219755
0501SNA,Sana Sana,-1.318756342,36.84097767,0,,1,50011111,50100001111,11,Embakasi South,4.776962902385961
0500SNA,Sana Sana,-1.31882,36.840906,0,,2,50011110 50011120,50100001111 50100001121,11 11_2,Embakasi South,4.778304818380059
0500TEA,Gate C,-1.31896171,36.84374034,0,,1,50011110,50100001111,11,Embakasi South,4.975328978530695
0511EAG,Gate A,-1.319321126,36.84326559,0,,1,50011111,50100001111,11,Embakasi South,4.975673814336126
0511ACG,Gate C,-1.318906546,36.84382349,0,,1,50011111,50100001111,11,Embakasi South,4.976047463707761
0511SPS,Bypass,-1.318611503,36.84439212,0,,1,50011111,50100001111,11,Embakasi South,4.988804976024366
0511ASP,Bypass,-1.31868276,36.84438676,0,,1,50011121,50100001121,11_2,Embakasi South,4.994670610287412
0500PLV,Plainsview Phase 5,-1.318531,36.845042,0,,2,50011110 50011120,50100001111 50100001121,11 11_2,Embakasi South,5.0267804239190665
0500HAZ,Hazina Estate,-1.316141,36.848465,0,,1,50011110,50100001111,11,Embakasi South,5.07975082031964
0501BAL,Balozi Junction,-1.318073,36.846677,0,,2,50011111 50011121,50100001111 50100001121,11 11_2,Embakasi South,5.10411616231286
0500BAL,Balozi,-1.318126,36.846641,0,,1,50011110,50100001111,11,Embakasi South,5.10596589292504
0500JCC,JCC Church,-1.318206,36.846642,0,,1,50011120,50100001121,11_2,Embakasi South,5.112782395548965
0501OLS,Our Lady Secondary,-1.317707,36.847369,0,,1,50011111,50100001111,11,Embakasi South,5.1242903222654475
0500OLS,Our Lady Secondary,-1.317817569,36.84737206,0,,1,50011110,50100001111,11,Embakasi South,5.133694391572116
0400CRN,Crown,-1.314108,36.852687,0,,1,40405110,40102040511,69,Embakasi South,5.2672171220048565
0501BLZ,Balozi,-1.319831,36.848046,0,,1,50011121,50100001121,11_2,Embakasi South,5.351547858369446
0500BLZ,Balozi,-1.319938,36.848003,0,,1,50011120,50100001121,11_2,Embakasi South,5.357467947149676
0400EXP,Express,-1.314765,36.85437,0,,1,40405110,40102040511,69,Embakasi South,5.457302341641613
0500WNN,Winners,-1.320817,36.84928,0,,1,50011120,50100001121,11_2,Embakasi South,5.5242039409538926
0501PVW,Parkview/Winners,-1.320817,36.849409,0,,1,50011121,50100001121,11_2,Embakasi South,5.533625101520367
0400TPK,Tetrapark,-1.314008832,36.85653448,0,,1,40405110,40102040511,69,Embakasi South,5.592509189873588
0401SHL,Kartasi,-1.314969063,36.86001062,0,,1,40405111,40102040511,69,Embakasi South,5.965764832932473
0400KRT,Kartasi,-1.315172911,36.85996771,0,,1,40405110,40102040511,69,Embakasi South,5.97531657087299
0400DAA,Daraja,-1.316336989,36.86189622,0,,1,40405110,40102040511,69,Embakasi South,6.224750895364577
0401DAA,Daraja,-1.316476464,36.86215907,0,,1,40405111,40102040511,69,Embakasi South,6.2574974250524775
0400ROA,Road A,-1.317972,36.862809,0,,1,40405110,40102040511,69,Embakasi South,6.414490769626275
0401ROA,Road A,-1.317978501,36.86298251,0,,1,40405111,40102040511,69,Embakasi South,6.430357557983978
0400HCC,Hillocks Country Club,-1.319164,36.865314,0,,1,40405110,40102040511,69,Embakasi South,6.7170331934186756
0401OHS,Hillocks Junction,-1.320333481,36.86696559,0,,1,40405111,40102040511,69,Embakasi South,6.941982334887049
0411AOT,Standard Group,-1.331099868,36.85982287,0,,1,40033511,40700033C11,33C,Embakasi South,7.1573274862951655
0501SDG,Standard Group,-1.331094503,36.85984969,0,,8,50033111 50033131 50033141 50033161 50033311 50110111 50110121 5033C181,50600003311 50701003311 50702003311 50600033A11 50700003311 50800011011 50901011011 50703033C11,33IMR 33TP 33FED 33MKR 33UTW 110 110ATH 33B,Embakasi South,7.158883535803449
0410CEX,Chloride Exide,-1.321546,36.868628,0,,1,40405110,40102040511,69,Embakasi South,7.170737927345712
0401CEX,Chloride Exide,-1.32153511,36.86866343,0,,1,40405111,40102040511,69,Embakasi South,7.173193632442486
0500BOI,Bobmill,-1.331475733,36.85970593,0,,1,50033160,50600033A11,33MKR,Embakasi South,7.179730426781909
0510MOB,Bobmill,-1.331571937,36.85994625,0,,3,50033140 50033310 50110120,50702003311 50700003311 50901011011,33FED 33UTW 110ATH,Embakasi South,7.205519732725983
0410NOD,Standard Group,-1.331598759,36.8603003,0,,1,40033510,40700033C11,33C,Embakasi South,7.234069630926197
0510MBL,Boby Meal,-1.331625937,36.86076164,0,,1,50110110,50800011011,110,Embakasi South,7.270786146828147
0400LNC,Falcon Road/Kobil,-1.322473884,36.86962634,0,,1,40405110,40102040511,69,Embakasi South,7.321295197771355
0401OIL,Bobmil,-1.330949664,36.86243534,0,,1,40033511,40700033C11,33C,Embakasi South,7.343083202814353
0401FLC,Falcon Road/Kobil,-1.322638,36.86984,0,,1,40405111,40102040511,69,Embakasi South,7.351242712845609
0400LBM,Bobmil,-1.331373453,36.86259627,0,,1,40033510,40700033C11,33C,Embakasi South,7.389484403194772
0500FNA,Falcon,-1.331228614,36.86343849,0,,1,50033140,50702003311,33FED,Embakasi South,7.442945423209616
0511LUP,Tulip,-1.330625295,36.86465406,0,,1,50033161,50600033A11,33MKR,Embakasi South,7.490707073218598
0411ALB,Sameer/Lab,-1.33061707,36.86482787,0,,1,40033511,40700033C11,33C,Embakasi South,7.503837638653274
0511BAL,Lab,-1.330552697,36.86504245,0,,1,50033131,50701003311,33TP,Embakasi South,7.515871986547944
0500SMR,Sameer,-1.331062317,36.86492443,0,,6,50033110 50033160 50033310 50110110 50110120 5033C180,50600003311 50600033A11 50700003311 50800011011 50901011011 50703033C11,33IMR 33MKR 33UTW 110 110ATH 33B,Embakasi South,7.546238723005116
0401ODO,Softa Road,-1.324378252,36.87077969,0,,1,40405111,40102040511,69,Embakasi South,7.550865422272295
0400SFD,Softa Road,-1.324549913,36.87071532,0,,1,40405110,40102040511,69,Embakasi South,7.556728318124849
0410B/M,Sameer/Lab,-1.331019402,36.86511755,0,,1,40033510,40700033C11,33C,Embakasi South,7.5581658904910825
0400GMT,General Motors,-1.325933933,36.87072337,0,,1,40405110,40102040511,69,Embakasi South,7.651751986302492
0411GMM,General Motors,-1.326088,36.870826,0,,1,40405111,40102040511,69,Embakasi South,7.671320353051362
0511ALB,Lab,-1.330142497,36.86801434,0,,1,50110111,50800011011,110,Embakasi South,7.724870869076158
0510BAL,Lab,-1.330553412,36.86789632,0,,1,50033310,50700003311,33UTW,Embakasi South,7.7460825013924755
0511SMR,Sameer,-1.330032349,36.86876535,0,,8,50033111 50033131 50033141 50033161 50033311 50110111 50110121 5033C181,50600003311 50701003311 50702003311 50600033A11 50700003311 50800011011 50901011011 50703033C11,33IMR 33TP 33FED 33MKR 33UTW 110 110ATH 33B,Embakasi South,7.7785786464915985
0403GMW,GM Town,-1.328439116,36.8701601,0,,2,40405110 40405111,40102040511 40102040511,69 69,Embakasi South,7.7793046206623275
0500RTN,General Motors,-1.330311298,36.8703264,0,,1,50033140,50702003311,33FED,Embakasi South,7.9290279025249735
0501GMS,GM,-1.329731941,36.87102914,0,,8,50033111 50033131 50033141 50033161 50033311 50110111 50110121 5033C181,50600003311 50701003311 50702003311 50600033A11 50700003311 50800011011 50901011011 50703033C11,33IMR 33TP 33FED 33MKR 33UTW 110 110ATH 33B,Embakasi South,7.945980285730717
0510GMS,GM,-1.330257654,36.87062681,0,,6,50033110 50033160 50033310 50110110 50110120 5033C180,50600003311 50600033A11 50700003311 50800011011 50901011011 50703033C11,33IMR 33MKR 33UTW 110 110ATH 33B,Embakasi South,7.950264381872365
0410JKJ,GM,-1.33030057,36.87059999,0,,1,40033510,40700033C11,33C,Embakasi South,7.951148987117954
0401GM,GM,-1.329785585,36.8711257,0,,1,40033511,40700033C11,33C,Embakasi South,7.958017208762868
0501MOA,Ramco,-1.328777075,36.8780458,0,,1,50033131,50701003311,33TP,Embakasi South,8.490566920795304
0513IMD,Imara Daima,-1.3252,36.880808,0,,3,50033110 50033111 50033161,50600003311 50600003311 50600033A11,33IMR 33IMR 33MKR,Embakasi South,8.515417886830129
0400KWR,Kware,-1.30734086,36.88961148,0,,5,40033110 40033210 40033410 40034110 50033130,40100003311 40700003311 40701003311 40700003411 50701003311,33DP 33DC 33GTB 34J 33TP,Embakasi South,8.536890045681776
0510AIM,Imara,-1.329201579,36.87830329,0,,1,50110120,50901011011,110ATH,Embakasi South,8.541688461744707
0500IMD,Imara Daima,-1.32504,36.881211,0,,1,50033160,50600033A11,33MKR,Embakasi South,8.54329277117984
0401KWR,Kware,-1.307512522,36.89001918,0,,4,40033111 40033211 40033411 40034111,40100003311 40700003311 40701003311 40700003411,33DP 33DC 33GTB 34J,Embakasi South,8.585909435696559
0501IMR,Imara Daima,-1.328465939,36.88033104,0,,6,50033131 50033141 50033311 50110111 50110121 5033C181,50701003311 50702003311 50700003311 50800011011 50901011011 50703033C11,33TP 33FED 33UTW 110 110ATH 33B,Embakasi South,8.67596648019305
0410ADA,Imara Daima,-1.329007745,36.88011646,0,,1,40033510,40700033C11,33C,Embakasi South,8.691587408721182
0411MIR,Imara Daima,-1.328433752,36.88070655,0,,1,40033511,40700033C11,33C,Embakasi South,8.707988538249882
0400TMI,Tumaini/Tassia,-1.309293509,36.8906951,0,,5,40033110 40033210 40033410 40034110 50033130,40100003311 40700003311 40701003311 40700003411 50701003311,33DP 33DC 33GTB 34J 33TP,Embakasi South,8.720840677646923
0511NIS,Master Mind,-1.323625266,36.88409364,0,,1,50033161,50600033A11,33MKR,Embakasi South,8.732379858701737
0510IAA,Imara,-1.328707694,36.88084602,0,,2,50110110 5033C180,50800011011 50703033C11,110 33B,Embakasi South,8.738221231347213
0401TMI,Tumaini,-1.309272051,36.89102769,0,,4,40033111 40033211 40033411 40034111,40100003311 40700003311 40701003311 40700003411,33DP 33DC 33GTB 34J,Embakasi South,8.754950928503835
0510TLA,Liberty Plaza,-1.328830719,36.88157558,0,,1,50033310,50700003311,33UTW,Embakasi South,8.812407231155161
0511WAM,Maziwa,-1.323256105,36.88519496,0,,1,50033161,50600033A11,33MKR,Embakasi South,8.816947607126716
0510AIW,Maziwa,-1.323267817,36.88520461,0,,1,50033160,50600033A11,33MKR,Embakasi South,8.818530199568112
0400TSA,Tassia,-1.31038785,36.89134955,0,,5,40033110 40033210 40033410 40034110 50033130,40100003311 40700003311 40701003311 40700003411 50701003311,33DP 33DC 33GTB 34J 33TP,Embakasi South,8.830239417819943
0401MLD,Tassia,-1.310141087,36.8915534,0,,4,40033111 40033211 40033411 40034111,40100003311 40700003311 40701003311 40700003411,33DP 33DC 33GTB 34J,Embakasi South,8.842259493763214
0400AP2,Avenue Park 2,-1.311460733,36.89200938,0,,5,40033110 40033210 40033410 40034110 50033130,40100003311 40700003311 40701003311 40700003411 50701003311,33DP 33DC 33GTB 34J 33TP,Embakasi South,8.940272888569329
